Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8
u1373,-9.37089,-42.7846,-1.05219,0.658582,0.852692,3.72279,-1.75035,4.71298
u1374,95.5629,-51.8335,-3.58953,8.29224,-4.66521,4.37264,-2.4342,2.43417
u1375,-44.7904,-33.798,0.518231,1.30127,-2.01097,0.547364,1.94191,1.07761
u1376,-117.435,-26.1423,-3.2324,-5.61817,2.53397,-2.84152,-1.93669,0.654351
u1377,-89.6163,-28.829,-2.05563,2.19348,-4.09328,-0.252811,-1.33565,-4.71088
u1378,108.292,-8.09794,-8.64175,-1.18145,2.85937,-20.809,7.23083,-13.4904
u1379,-50.6905,-21.3096,5.77009,10.8074,9.72597,10.1273,4.96672,-11.5343
u138,163.424,-64.9569,-21.9935,13.2662,5.51744,-7.7965,-5.74733,0.606651
u1380,169.686,-59.7905,1.87375,-0.899747,4.04271,-8.56787,-0.646832,10.8455
u1381,81.089,11.9817,23.0642,36.8972,8.78591,5.01121,40.1128,-1.67581
u1382,-55.6265,126.543,39.2824,45.471,44.6431,-35.1752,40.972,41.4063
u1383,-60.6397,-19.6263,6.81658,3.39164,-5.59339,-2.55183,1.27689,12.265
u1384,2.02163,-24.2806,-0.798145,12.9833,5.19009,-6.36001,12.1894,-4.25209
u1385,141.968,-6.56661,-3.83284,-14.541,0.143007,-9.3844,-8.16101,-4.27094
u1386,16.6022,-37.7061,2.01782,9.53448,-1.34875,2.90913,-3.89733,5.90501
u1387,9.74903,26.534,31.7914,-0.216702,3.48991,-9.54146,3.50269,-4.48501
u1388,-89.2009,-5.32843,17.3663,1.842,-3.63546,3.64464,3.40288,-3.77568
u1389,8.16007,-29.5764,10.1043,2.34528,-7.60341,0.326734,-1.40549,14.1713
u139,-169.768,-18.6874,-0.00660481,2.53905,0.65247,-3.0113,6.11337,6.11571
u1390,-83.4243,58.8439,50.6137,-9.50194,-2.50678,20.4025,-10.5421,-13.8089
u1391,16.5186,-39.4035,-0.552239,0.438124,-4.57134,0.142931,0.846235,1.26296
u1392,16.7175,75.8473,-126.807,-35.1063,16.4247,89.6334,21.3687,-41.8286
u1393,-102.856,61.4004,51.6615,15.6333,-15.7544,6.29777,5.45601,6.9085
u1394,68.0871,-39.9747,2.66729,3.7021,3.34102,-2.36151,-2.55783,10.1277
u1395,65.239,57.4555,56.4739,-11.9351,9.80962,0.250657,-9.85292,-0.0454999
u1396,0.899717,67.6776,22.8811,13.0266,27.2841,24.531,13.308,0.328198
u1397,-37.2154,-11.9176,11.6691,-12.2631,0.332644,-12.506,-5.45892,-2.8724
u1398,73.8636,-49.8086,-3.22615,18.4237,4.34641,1.05002,3.67543,3.22184
u1399,-3.98009,-25.1132,6.0379,-3.27182,2.95001,12.4659,-8.00235,1.95931
u14,79.3605,70.1333,-44.8802,49.9575,-1.49584,-35.6283,-33.2354,39.6448
u140,20.5897,-16.9086,-3.47074,-14.279,5.22729,-9.01092,-3.65093,-10.2168
u1400,-127.563,-9.61616,1.38325,-8.70924,-5.20025,9.14802,-0.748298,2.51323
u1401,-13.4696,3.90824,-11.1489,12.0398,-4.42147,-32.8062,14.8688,-2.55348
u1402,-25.8321,0.806552,10.8244,13.7275,3.49842,10.7858,0.968572,1.3799
u1403,-55.41,-32.4216,-7.50044,12.8633,1.75054,1.17599,-2.33886,1.44318
u1404,-54.7399,-19.3274,8.4993,2.49267,-5.57093,1.12114,-1.56317,2.43883
u1405,67.9791,-30.4441,8.10567,1.84248,-7.00267,-6.86834,-7.2364,8.63389
u1406,-21.0815,25.5599,44.3015,7.73428,5.14479,7.38914,-4.19552,5.95201
u1407,90.375,-51.6559,-15.5196,-3.61972,0.111343,4.87403,-3.30552,-5.2144
u1408,59.4888,1.20065,-35.6116,-55.9337,24.2295,-32.1672,-9.42799,25.2649
u1409,-43.3677,-20.0849,-1.44615,-0.683805,-9.91877,11.9832,-9.3644,12.6595
u141,-23.8484,16.8141,6.81684,-2.18553,-8.18223,12.4212,-3.57547,13.0863
u1410,76.2591,12.5323,12.8734,23.8206,24.8818,37.9079,8.7864,-27.6118
u1411,-94.0719,-6.22689,10.6341,-1.50054,-1.85733,5.9159,-0.705042,-3.81607
u1412,-34.9748,-2.55627,19.4896,-0.823172,-1.88764,4.43016,-3.51093,1.7382
u1413,76.6305,-29.587,-2.87993,-0.00508134,-1.65659,-3.62211,1.6286,2.30815
u1414,-48.8111,-17.443,12.6347,-0.243903,-3.43496,0.00116073,2.48373,6.43269
u1415,122.299,39.2605,11.893,-2.92315,24.9394,11.127,-3.57135,3.5921
u1416,34.0489,3.95271,20.6428,5.50632,-12.6125,-5.30126,0.804769,-6.85419
u1417,38.8174,-39.8394,-17.0183,-20.9304,-17.8779,1.52592,-1.87199,-4.44466
u1418,37.1611,89.9677,-11.81,-46.8107,34.6824,3.90416,7.47983,24.7055
u1419,-97.9903,-16.4736,4.61103,1.37784,-5.80377,5.27868,-4.30152,-0.845093
u142,85.3265,-41.6622,0.361185,5.94251,-5.75282,-1.59771,-3.72568,-1.26163
u1420,120.873,-44.8807,2.14711,11.7213,-1.1018,9.38947,0.908409,5.12423
u1421,53.5353,-24.135,12.1334,12.0644,-0.38081,-18.0189,12.7116,8.32708
u1422,3.8587,-35.0937,-8.36919,-9.41057,-10.6654,5.26929,-7.13856,3.93816
u1423,98.5798,-52.3308,-2.13886,0.277555,-9.71197,7.84363,-4.06169,7.15592
u1424,24.9216,-17.232,0.695743,0.687058,3.47483,-6.64461,3.0442,0.182084
u1425,-55.9015,-19.3788,11.8413,-3.22615,-9.34378,1.78969,1.56097,-2.07472
u1426,60.8096,-12.9963,-32.642,10.8731,-24.5685,0.191998,-10.8142,10.2596
u1427,17.2604,3.3539,5.84037,11.0305,-5.06507,11.951,-3.50052,-1.13594
u1428,64.3445,-15.029,27.9026,12.3044,9.59895,0.171943,4.5183,-5.22789
u1429,-7.21722,12.3456,-48.6165,20.0591,-13.7438,-8.5921,8.9617,1.10254
u143,14.1254,-22.2561,-48.8189,-48.5497,-25.2149,-27.2419,-9.08703,-22.4781
u1430,-136.47,32.2466,-21.963,2.48619,9.25795,-4.41596,1.99125,-8.36474
u1431,-111.855,-19.5479,-2.21499,-1.96399,-3.22102,-8.68989,-1.37745,-3.84562
u1432,8.6448,-49.7669,-8.79099,3.95554,-4.21052,3.52266,3.57551,6.71227
u1433,47.1169,-27.9683,1.69893,14.6232,-12.1965,18.1451,9.46459,-1.1825
u1434,-51.1037,-0.541314,15.764,5.40649,-6.79956,15.545,-7.65209,0.900474
u1435,55.3577,-12.7198,12.8194,-5.46475,-13.5561,6.09663,10.7051,10.1756
u1436,133.869,43.6701,4.0417,-4.67407,-14.4116,-32.1921,4.18974,-14.6227
u1437,36.0476,-10.4158,24.4368,8.55529,-8.76479,1.73754,0.871165,3.72634
u1438,20.4162,13.5206,-98.3595,-60.9665,-31.0559,-22.2243,-5.9493,26.6127
u1439,24.7744,-30.7506,0.333473,-0.443755,-16.5087,8.28217,6.35558,1.05772
u144,40.6475,22.798,23.601,8.48007,-9.57558,-0.871527,25.3848,1.27735
u1440,-29.0251,-40.7282,-3.28511,9.73848,10.9245,-6.28343,4.54239,8.91146
u1441,-15.7221,-9.87979,16.9849,-10.5311,-4.91885,-0.874728,4.73437,5.07064
u1442,-57.0965,22.3545,8.6617,9.35343,23.7417,13.943,9.7328,10.7063
u1443,44.3946,-0.251806,26.0249,3.46272,-0.304662,0.157009,6.63913,16.5358
u1444,46.6594,6.80208,22.327,7.48108,-16.3289,-12.6365,3.09327,-2.1796
u1445,-215.061,25.5308,12.022,-10.4229,-0.403261,3.56784,0.394883,-1.65331
u1446,-10.4542,23.192,-0.422765,-3.28672,35.4343,1.58083,-8.97728,-17.9267
u1447,-42.706,-39.6801,-3.57066,-0.511819,-2.81358,4.24258,-1.74326,5.99772
u1448,-155.568,42.7417,-10.3306,5.07752,-20.6049,21.1989,-20.7642,-12.8385
u1449,127.125,102.625,70.0685,16.4205,14.1024,47.3309,-4.33906,-33.9336
u145,-64.5635,6.55572,17.0212,-9.37715,-8.67897,1.16111,0.603721,2.42436
u1450,-5.54264,-2.58542,5.57566,-19.4169,10.0356,-7.20148,-2.26765,-2.89208
u1451,49.9761,6.33298,-38.0968,-11.0891,-10.912,6.292,5.25534,-4.12871
u1452,-42.8008,-39.0056,-5.43049,1.24832,-1.99413,-1.21565,2.97703,4.13181
u1453,13.9052,-28.1746,3.00084,-0.329878,1.78583,8.2788,-3.38273,8.39829
u1454,-91.5077,-18.3077,9.02,-1.44821,2.55631,2.91767,2.81188,0.5706
u1455,-91.3292,61.2886,-20.7662,29.8155,-15.8167,-47.0382,5.84459,8.79781
u1456,-27.2584,-14.9165,-1.23676,15.1976,13.5576,9.51424,-1.77459,-4.79067
u1457,49.2569,-21.7809,17.6342,2.76002,21.9686,-20.4968,-8.27684,15.4414
u1458,13.3082,0.0184426,17.5073,-2.09488,6.85693,16.5662,-1.5653,-8.17329
u1459,-10.9201,8.83999,28.1935,8.53008,-8.00936,4.52774,-3.54141,-2.72454
u146,14.6096,78.7848,-38.1536,-31.9655,23.2546,-4.77116,20.5876,9.99745
u1460,11.1356,71.4254,7.37834,30.6949,-13.7293,-16.8236,-4.66533,16.6667
u1461,-28.0932,-9.29052,2.20914,5.26723,10.2356,-3.3755,4.90307,10.9475
u1462,-18.3587,13.3589,26.7377,-0.540295,8.3713,11.1322,5.47636,-2.96096
u1463,17.2512,-22.2982,10.714,1.30905,6.80804,0.972214,1.21816,5.81386
u1464,114.56,63.2777,45.0156,20.781,66.0417,9.3565,-74.9322,-1.99465
u1465,85.5451,-23.7398,-8.9479,6.3086,10.7784,-10.7755,4.22079,-2.0668
u1466,-14.794,-38.9429,-2.45579,-1.39291,-2.01326,-4.86568,3.01759,0.437793
u1467,-72.8008,-29.7805,2.52707,-1.27559,-2.33664,4.58289,-5.17487,3.9599
u1468,-116.83,-4.18488,1.38066,7.95709,0.394289,-0.720863,-12.6148,2.11725
u1469,46.8882,78.089,-22.7347,-70.8701,41.4046,5.57535,0.261412,15.4868
u147,-39.9876,-9.46415,-3.31085,1.37481,0.581186,-10.6221,2.70107,6.15437
u1470,12.1875,29.0064,-72.7557,-40.7513,4.99331,-9.02667,3.61872,-14.2867
u1471,-29.6767,-40.1987,-1.50912,-0.074704,-4.60022,5.70018,-0.315379,3.68332
u1472,0.625962,-37.3314,-10.512,4.71735,8.19509,2.92373,-1.68892,1.62459
u1473,-86.7924,-13.5278,3.95328,4.73934,-0.734514,1.06331,-10.7488,12.0533
u1474,11.1083,-30.5759,-9.22063,-2.61752,11.6855,0.943372,-5.95115,6.27214
u1475,52.9887,5.18474,-0.203327,-27.7511,2.19648,8.61748,-1.02216,-3.18061
u1476,-36.0118,-4.88527,8.65323,-10.1331,24.1502,-18.5235,1.7702,-1.5609
u1477,-44.536,-19.4523,10.5242,-4.65097,-1.80627,2.47721,7.10398,-7.55719
u1478,5.57895,-44.3748,-4.47966,3.96819,-5.64058,0.0938083,0.00649428,8.02624
u1479,21.2286,3.87398,34.8284,4.71877,-10.9942,-15.2444,0.628332,5.85611
u148,-76.2114,81.9553,-30.7427,-39.7633,-11.5777,-10.4335,14.4775,2.93543
u1480,-50.0161,-22.1429,5.18655,1.95821,-12.2596,3.045,0.321017,3.34081
u1481,93.7392,-46.1754,0.445592,-1.58429,-3.83543,-4.61139,2.54413,5.84457
u1482,-40.1231,12.1871,18.7938,-1.23344,-14.6602,-2.73085,2.65811,-33.4999
u1483,-17.9098,-30.4051,-0.15923,1.14764,-7.27326,0.340372,3.96639,5.36153
u1484,10.6254,-37.0511,-2.50044,-1.0436,-5.04418,-0.0446785,1.87576,2.03514
u1485,102.881,27.5921,-58.1361,28.7034,25.4166,14.1611,-3.75046,4.21209
u1486,86.981,-12.7625,13.544,19.5135,-7.921,17.3246,4.818,1.40373
u1487,-24.7296,-10.1446,3.97443,-0.131994,5.50542,0.687627,2.56935,0.623789
u1488,19.1069,-13.7282,15.0402,-12.7379,-9.46384,-9.71503,6.08276,-13.3018
u1489,-57.2877,-25.1032,3.11491,-1.52348,-2.03906,8.92177,3.90222,-1.7945
u149,8.46682,-28.3683,3.57335,5.87307,7.13404,6.85649,2.33162,1.65928
u1490,37.3701,68.9247,44.1535,-65.183,53.8241,-15.0319,27.7032,-62.3104
u1491,96.2423,-4.62009,28.6539,4.08817,-7.78796,5.46153,1.53984,0.84168
u1492,84.3271,-56.7072,-19.9726,-7.26678,1.59845,0.690456,-7.66511,-1.60778
u1493,-50.4601,-21.5668,10.811,5.39084,2.27132,5.27387,-3.19245,-1.2469
u1494,-53.5152,-28.4094,4.00766,-6.8991,-5.18063,-7.15452,7.34494,-1.34609
u1495,76.6809,22.1896,41.2951,13.0316,-8.92446,16.8121,5.53774,1.33786
u1496,15.6076,20.1734,-19.6057,5.96748,38.2704,-22.8542,9.47462,8.24713
u1497,-23.2187,19.8482,38.3877,1.7241,-2.99785,12.4621,4.88174,0.625474
u1498,16.5127,29.0719,5.88828,48.3026,26.4488,6.14347,18.3114,-1.41594
u1499,-146.598,81.1506,26.6647,0.211266,-0.843411,-34.8883,-13.5224,2.68728
u15,-13.4752,-29.086,9.49981,0.416669,-3.20813,2.39486,2.69095,-0.799632
u150,61.8865,44.0503,-17.5603,-153.927,26.8284,-70.0444,-3.97419,-35.6196
u1500,-38.3012,-16.5344,0.530509,5.63554,-6.34853,-5.40271,-2.26664,8.11378
u1501,25.5905,-8.05624,22.3746,-4.22214,-9.995,4.85556,-10.1751,3.01081
u1502,46.7695,30.4745,32.9744,14.1302,-5.27294,22.3879,9.30902,-9.13689
u1503,-48.8596,2.75555,29.3225,-6.37005,-11.7833,8.99659,-0.317919,0.480992
u1504,33.2895,-13.4966,18.8667,3.20624,-10.8587,-10.9343,5.45847,1.79529
u1505,27.0734,-45.8642,1.09705,-11.456,-4.6989,0.832148,-3.65034,4.26587
u1506,109.056,-10.7642,5.86179,5.42142,-11.4465,-4.28897,-20.0642,0.556615
u1507,-24.235,-1.66772,4.64663,5.40673,-5.19865,-23.7866,14.5683,-0.182542
u1508,-78.2365,-8.32293,1.83837,7.45886,-11.5227,9.1048,-4.34737,2.59475
u1509,-7.49464,-48.432,-7.92291,-0.156854,-1.07455,1.52397,-1.38941,-3.43825
u151,103.847,-6.20972,25.2765,-8.96748,4.72609,6.65666,-6.57514,8.16326
u1510,-134.306,-22.8746,0.882112,-12.7459,0.836013,-3.99155,0.916108,-0.867398
u1511,-80.1389,-19.2167,-6.72458,0.715402,-6.96608,-16.9041,17.2726,-0.996176
u1512,-11.8734,10.038,23.5412,4.97395,1.01697,-5.55407,11.8872,3.70701
u1513,-5.47157,-38.2096,-6.47721,8.71614,-5.39662,2.94989,-2.74974,7.72829
u1514,137.742,-27.0657,-14.7,-19.3699,-1.12669,-22.8495,-13.5628,-14.1572
u1515,127.206,-29.604,-27.4488,29.6256,33.0629,-34.8572,-10.4185,-25.5665
u1516,27.2708,-25.1591,-0.691739,-4.63482,-17.3019,6.41188,2.43347,0.0668447
u1517,69.8699,9.54718,34.493,-7.2693,3.94585,6.22625,0.115925,2.034
u1518,-36.208,-32.3193,1.60372,0.337182,-3.9896,4.80943,-0.957919,3.29336
u1519,62.5037,-9.48724,-9.48504,15.9676,-8.21582,14.7019,-25.276,-12.3119
u152,-80.2193,1.42994,5.47608,-12.0582,0.980668,-5.82094,3.08369,3.42869
u1520,19.7188,8.73731,-30.4805,-48.4427,7.40108,12.5606,-1.65554,-3.5715
u1521,60.3732,-44.4282,-3.16218,2.59333,-3.17075,3.6146,-8.43679,-1.91721
u1522,24.3189,-46.5913,-1.05169,3.79583,2.51235,-5.86781,1.82884,-4.36434
u1523,170.561,-67.5776,-12.089,2.00479,-0.564911,2.32278,-4.64565,6.09577
u1524,1.45818,-34.5652,-11.3107,-0.0185509,1.97979,7.84364,3.4407,9.02011
u1525,-42.6219,-20.1955,-5.84013,7.75419,-1.82989,4.93909,9.92235,-3.9316
u1526,52.312,-10.0737,-6.34372,-9.19417,-15.3073,-24.9786,-8.13315,7.10548
u1527,24.5317,-41.8354,-0.622572,-0.573543,0.61411,2.11848,-3.84519,5.7135
u1528,90.5457,-53.1637,0.553667,3.98862,-1.99651,-1.18587,-3.21503,6.31727
u1529,-36.4118,-41.1249,-8.50311,5.70205,1.95631,-1.10006,6.8686,1.66348
u153,10.717,20.9002,16.0757,41.4546,8.43514,-20.2336,46.1098,12.1255
u1530,-13.4733,7.99869,20.7295,-2.64165,-6.62065,-0.0776903,-2.15789,1.02605
u1531,-17.5844,-0.413268,23.005,5.86354,-8.84995,4.23773,1.10921,14.974
u1532,16.0043,-8.75306,20.8618,-13.9052,7.03048,-21.2088,1.97842,18.0612
u1533,54.3969,-22.0453,4.25966,9.17559,6.43857,3.23942,9.63557,7.46484
u1534,54.7779,-48.4998,-5.45971,6.38418,-3.03002,-1.49998,-4.06019,1.01929
u1535,-2.36282,-31.1343,-1.02017,-2.25616,0.0839292,6.09997,4.5223,0.691296
u1536,9.96658,-37.5845,1.54282,6.43806,-0.117572,6.73623,-3.73555,7.63808
u1537,-52.436,-20.7213,6.22326,1.57371,-1.39069,6.45238,5.49711,-0.376803
u1538,51.6947,-23.605,14.2642,9.25671,3.8355,-0.135869,-0.50264,-2.18957
u1539,90.5263,-49.7543,-17.6719,1.94004,-14.6704,1.49561,-4.38981,12.2502
u154,-23.2851,-15.7321,4.29594,-0.809952,-5.66768,-2.56614,-1.67415,8.96021
u1540,-4.84096,-11.6882,4.96211,-4.26871,15.8919,7.02767,0.411362,-2.8653
u1541,-126.901,-21.4686,1.82087,-9.50569,-2.59915,2.82148,0.0633774,-3.47891
u1542,-146.448,-2.12963,-15.6285,14.2359,5.0574,11.3271,-14.0395,-13.2316
u1543,-52.6579,-7.39241,19.7141,1.21068,-1.39089,3.67331,-0.985293,6.36208
u1544,46.7242,-45.9181,-3.61421,0.609246,-7.4283,3.11334,-5.46335,-1.32241
u1545,17.0902,-23.4848,4.10843,-6.13199,-8.25256,5.10669,0.117996,3.0542
u1546,36.5125,-30.8473,10.9242,5.95205,0.840155,-0.755607,1.27022,1.58299
u1547,-23.8396,-11.484,2.2895,2.79902,3.68459,0.707148,3.56904,-3.79862
u1548,14.3208,-12.8847,12.3246,11.2776,-2.78954,19.3764,3.45938,0.933643
u1549,81.8842,25.3974,28.9647,-3.79708,13.071,21.7896,-6.36809,-2.04061
u155,-67.9933,-9.64827,-15.0823,8.18801,-24.6271,8.40955,-4.84717,5.97751
u1550,39.9582,-16.453,32.7085,16.3288,25.1138,-26.2037,13.9987,4.28617
u1551,-13.7168,29.1595,49.2594,-13.9657,-15.3328,-0.0133979,4.33081,-13.9661
u1552,87.2719,-42.5218,3.36066,-3.83449,6.80916,-4.18433,-6.18352,0.5746
u1553,75.9781,56.0677,49.4866,-5.37668,12.7051,7.50692,-17.4414,16.6228
u1554,79.8516,-24.2898,22.2473,-7.00955,-2.53987,-5.11252,-2.0622,3.37799
u1555,-127.027,-16.0145,0.146483,3.04116,-1.01385,4.96544,6.43208,0.641534
u1556,14.4256,-27.6269,3.70333,5.1612,-2.22836,6.16973,1.9566,1.29733
u1557,-5.61521,-20.2178,18.5852,7.473,5.33161,-5.79618,8.23306,0.229071
u1558,45.5633,-30.2314,-6.40711,0.224559,0.773827,4.78742,-11.8864,-2.53833
u1559,98.316,-17.9941,17.0536,0.550422,2.38747,7.5029,-3.09665,9.92619
u156,10.2964,35.6397,19.9422,86.7747,-6.94147,-13.2422,9.83292,-19.3339
u1560,-10.5442,-12.3182,11.9265,-0.620248,-9.16346,4.05127,-4.97972,-8.84232
u1561,-67.8681,-9.77307,12.4811,-1.97701,-8.5996,2.40355,1.10666,-1.08624
u1562,5.57056,-9.86931,17.2653,-17.7949,-9.62746,1.74292,-4.48423,2.45762
u1563,54.4389,9.27777,42.9084,18.6525,1.26175,6.52832,1.71168,-1.41343
u1564,-103.821,-8.40971,14.7602,1.06944,5.18439,-8.01612,1.49955,2.13225
u1565,-20.462,-19.5495,2.58452,20.0698,-0.0284763,17.3272,0.203393,8.56459
u1566,92.3235,16.211,-5.60796,-15.9515,-40.7721,25.6552,-17.0707,20.6581
u1567,61.4626,52.9035,8.46583,-11.1853,53.3391,-11.7309,5.42689,9.77186
u1568,12.5434,-34.7473,-1.21444,12.0298,12.0381,4.07883,-9.30532,-3.12578
u1569,6.89569,-27.1507,-5.21264,-3.77665,6.83677,17.7842,3.43671,-18.7177
u157,192.268,67.0434,54.4203,40.7341,5.20508,33.7474,-37.6649,-62.7085
u1570,-88.7894,5.39755,-17.924,-60.1344,5.01113,-11.6211,0.460882,5.01817
u1571,52.3701,21.4683,14.6836,-1.98441,15.648,13.389,4.9275,-5.84719
u1572,22.7496,12.9565,31.4445,1.05221,-18.9136,11.7054,3.64112,6.65199
u1573,-11.9072,-7.47096,20.1794,10.791,6.19596,7.36326,-1.51909,6.43378
u1574,-57.5227,-18.7906,6.26635,-7.86012,-1.41393,-3.46076,3.78221,7.12397
u1575,81.0363,-45.0087,-5.78067,14.2282,1.32648,-1.36291,4.09313,12.8474
u1576,11.3947,-7.62255,20.9164,-3.50728,-6.88299,5.56978,-6.96178,-1.22737
u1577,39.2482,-23.2677,2.9745,14.0915,1.37721,2.28238,-0.920328,-3.64353
u1578,12.4685,-27.292,-4.54149,13.355,-4.02725,-2.53474,1.77289,-4.43927
u1579,-39.452,-6.80925,19.1083,-4.47438,-9.3045,9.04276,-1.65,-1.7965
u158,10.5777,87.6871,-159.955,44.8237,83.7121,21.5438,8.57819,-17.5843
u1580,23.5638,-40.2318,-5.23791,1.05959,-8.46475,8.19662,-1.27556,10.8416
u1581,9.89985,-7.26224,20.7248,0.980845,-2.87545,-0.0157712,1.84588,8.98846
u1582,47.0857,-46.1234,-8.00577,1.97119,0.0261489,6.70592,-6.58982,-4.70544
u1583,40.2509,129.426,24.131,24.1772,-13.6273,17.9966,-61.4507,4.51669
u1584,8.73377,-23.4818,1.93968,-10.6835,-10.4268,1.75736,-18.76,5.37266
u1585,14.8359,28.0639,-84.8948,-31.9442,-14.777,1.57739,-8.5865,-3.90442
u1586,41.2662,65.4852,-93.9538,12.1759,-16.1733,-9.29222,-14.2627,8.50689
u1587,-78.3209,-22.066,8.74038,1.20884,2.14164,7.09088,-3.24878,2.24154
u1588,46.9612,25.8081,35.3368,4.60253,5.83232,13.1428,4.11877,5.5863
u1589,40.7851,-43.9802,-13.4682,12.4894,13.5404,4.29735,12.5402,2.32039
u159,-8.57913,55.5555,-51.7316,-2.57962,14.4973,-8.92191,-16.7387,-9.94351
u1590,-77.8795,-15.5079,-1.96833,-2.45531,4.90503,7.12922,-4.18431,3.24155
u1591,36.4644,-34.4297,3.50986,0.64028,-7.08342,10.4842,-1.97158,2.55713
u1592,-49.0848,57.4259,46.5515,12.7557,25.5617,-18.0103,-11.0463,29.1345
u1593,60.9042,-15.0557,23.9405,18.9862,1.96834,4.82565,-0.294469,-3.53836
u1594,-24.7893,18.3898,-35.6303,5.40055,-6.75352,0.521452,-11.0224,-4.98402
u1595,12.5724,11.5371,-17.5839,-15.4528,13.0631,32.1803,-32.1981,6.16709
u1596,68.4876,26.7816,-50.6601,10.5592,-39.5808,42.8799,27.6696,52.6086
u1597,153.991,-54.8543,-13.7471,-8.08011,-3.39768,-3.06147,-13.0492,6.88296
u1598,-90.0699,-16.5313,-14.5461,17.7891,15.892,16.5358,-1.26264,1.55567
u1599,-81.0112,-29.5982,-0.435787,1.26728,-2.5358,-0.44421,0.317512,-5.10593
u16,17.6321,-31.4974,-11.3214,8.81146,2.52641,13.0674,-1.12408,1.72583
u160,63.1677,-36.9672,-18.6467,2.8646,-7.19637,-8.67156,-4.89356,-2.5044
u1600,80.0559,98.6327,-4.58962,-23.6344,-4.38074,31.7945,45.2458,14.3881
u1601,-138.901,-22.0039,-6.43712,-3.59703,-5.26117,6.76066,-6.08834,-4.17677
u1602,40.8828,-38.1574,5.44722,5.57737,-3.93652,0.379185,-0.000168374,-0.0990511
u1603,37.1285,11.0067,12.8535,-11.9156,3.20998,8.83429,0.43194,2.84263
u1604,-44.6986,-33.6369,-12.8721,10.5977,6.037,-7.08617,5.96584,0.442644
u1605,38.2581,52.7821,47.8753,11.1557,2.57606,5.06016,-13.2964,20.375
u1606,-12.1759,42.6739,-22.385,38.8584,-9.01518,-6.61303,18.9629,-0.538797
u1607,16.8691,-51.3933,-5.22289,1.38283,7.21504,-1.12075,-4.2362,-3.97166
u1608,-65.072,-29.0176,-8.01593,3.27671,4.05434,2.42508,3.70722,-1.56728
u1609,23.3388,-50.0875,-8.52917,1.44789,-6.45307,3.38815,0.341541,1.27993
u161,12.8991,-29.6738,2.95284,10.3956,-3.21793,5.63013,-3.27303,-3.83474
u1610,70.5391,34.6427,14.2974,1.2269,17.2621,3.23174,-9.67079,13.5897
u1611,11.4606,-43.197,-2.68114,4.20755,-2.91489,-2.46305,-3.50246,-1.13881
u1612,15.1009,2.88759,27.9776,-16.2132,-12.4618,4.89922,-14.3053,-11.779
u1613,37.666,22.0992,32.9197,6.45712,-6.83536,-5.91825,-1.60035,0.010658
u1614,-29.2826,-27.1774,2.08977,5.74417,-3.35875,-4.09104,-4.82345,4.64509
u1615,-71.9626,154.905,-50.2384,17.3438,9.57514,-30.4502,-5.39717,1.82803
u1616,10.9819,-29.3539,6.43255,-1.65692,-3.70556,2.14927,-3.72768,3.7776
u1617,4.58152,-35.8672,5.29553,7.92192,5.03088,0.324781,-2.28151,6.20015
u1618,40.8881,9.01129,9.76398,5.83387,-2.91357,3.7546,6.15681,9.64881
u1619,12.824,-34.9891,3.75761,-2.64919,6.22682,1.01979,4.16598,-3.65504
u162,-92.4126,-11.9967,-11.0842,13.8812,10.0303,25.3761,4.21427,1.51744
u1620,-10.0055,-34.4841,-7.75189,-3.6443,-0.507772,0.205713,-0.524161,1.07632
u1621,22.8817,97.3716,52.6715,6.46994,15.5455,6.22729,-12.6189,6.75257
u1622,-7.91432,-23.231,13.0059,6.48176,6.80585,3.52494,-2.93428,2.21932
u1623,-61.8992,-35.0731,-6.87611,-10.1742,-5.83924,7.33402,4.2401,-3.62445
u1624,-52.8434,104.103,-84.7029,-5.21721,80.2856,22.3576,18.3099,29.8246
u1625,-76.6141,-30.2292,-0.230254,-8.12245,-7.28745,1.06066,-4.94974,-0.7989
u1626,24.0229,-11.6437,15.127,11.8291,-7.54599,7.1532,6.21408,-5.00863
u1627,15.8186,-35.216,1.02754,-2.38032,-2.1588,-0.344819,-2.25381,1.4871
u1628,-81.1072,2.67403,21.0469,-5.54614,0.827824,12.2346,-11.1359,9.0183
u1629,12.053,-36.5511,2.92799,-9.68505,-8.8891,-4.28231,0.476239,-2.93429
u163,-7.47427,-33.8814,6.62431,-5.15738,-0.896887,-0.267185,2.80571,0.389092
u1630,-86.1702,-8.58244,8.56797,-4.31706,0.287774,11.7747,-0.17411,5.82056
u1631,-3.2428,67.4068,-59.6236,40.4656,7.09134,-27.3256,-18.1583,-42.0049
u1632,49.9802,-40.4156,6.92183,-1.8383,-7.90766,-1.2837,-1.16432,0.163457
u1633,42.3148,-10.9754,-37.7066,-12.1773,11.4784,1.22992,-17.2137,-7.84204
u1634,-49.3232,-32.6121,-2.6963,1.8337,-3.47479,6.23786,-0.120404,3.95871
u1635,-105.245,-3.9486,11.5241,-6.09931,-7.45721,6.45455,-2.21131,-1.85435
u1636,26.0808,34.8753,23.2728,-1.98975,4.00106,-8.09628,2.14711,-6.50265
u1637,-27.1074,-14.8567,17.3179,-1.84809,-3.06059,3.20203,-1.03868,2.70004
u1638,46.5347,-40.5756,2.14924,0.67257,-3.49665,3.20194,-3.98455,-3.43184
